class,text
0,teraz prečo neidete na ulicu ľudkovia lebo je tu covid
0,krokvar sa nemôže vzdať
1,kollár sa nikdy nezmení tento človek nemá chrbtovú kosť.
0,zuzana miška anna dagmar frantisek
0,pan fico
1,lásku im vo svojom živote nikdy nedal. len ich cpe peniazmi.
1,on nech sa stará o 11deti. a nech sa nevihraza.
0,mal si to tam dať ti kamarát.
1,žaluďov chlapec
0,je to clovek ktory uz nema co v politike hladat ale v tomti ma pravdu.
1,oni kedy vyvodia osobnu zodpovednost za vsetky svoje nie ciny
0,pán fico veľmi správne ale keď to nepôjde rozumne a slušne treba sa spojiť s opozíciou a zavolať národ do ulíc za odstúpenie celej koalície. urobte to podľa ich vzoru keď sa spojili proti vám. pomôžte našej vlasti aby ju už tý paraziti viac nerozkrádali a nepredávali všetko čo patrí slovenskému národu. podarilo sa vám kúpiť aspoň niečo čo dzurinda s miklošom predali nedovoľte aby to predali druhý krát. štát potrebuje vlastniť vodu energie a všetko čo dobrý štát musí mať vo svojom vlastníctve. držím vám palce a verím že sa to určite podari len nerozmýšľajte prílyž dlho.
0,a čo tak kolárika vypískať z parlamentnej schôdze? doslova! veď pískať hádam viete všetci? nech schôdza ani nezačne
1,magorove neschopná vláda dáva šancu ficovi
0,nebudú vládnuť mi všetci ich zastavíme a bude medzi ľuďmi pokoj
0,je to hlavne chyba smeru že je taká situacia na slovensku.tak ju napravte.
0,vyzývať môžte. je to ale volanie do vetra. všetci koaliční si robia
0,to sme ale dopadli treba to hnat z tej vlády
0,ze je v karantene.treba zariadit
0,spravne
0,média je treba zacat pokutovat za neobjektivne spravodajstvo...inak to ich volicom nedocvakne kym im to nepovedia v telke alebo v radii
0,správne pán fico 
0,presne tak  !!
0,ja mu držím palce vo všetkom...
1,chudacik nas uz zase vyplakava. herec zase len bla bla bla ....
1,asi by bolo lepšie sa pozrieť do zrkadla.
0,ten na pravo je od srdca socialny demokrat!!!
0,kollar je figurka sama o sebe.on by mohol akurat startovat auta poslancom vo vozovom parku...ved v tom ma prax z mladosti :-d
1,vyhodit ho ked sa nechce vzdat!!!   on je bez charakteru on neodide sam... vyhodit prizivnika...
0,fico si super
1,však ho už umlčte. každý deň dookola to isté. to nemá čo robiť. však berie plat tak už nech niečo aj robí. samé žvásty. nech ukáže čo urobil on od februára.
0,a propo žiadna pandémia žiadna corona pán krcmery musíme sa za vás hanbit? zoberte sa odstúpiť dajte si padla a propo pána matovica zoberte so sebou ďakujeme všetci slušný slováci
0,p. fico
0,"""super p.fico-- bojujte za nás.toto čo robí matovičova vláda-"""" je fašizmus"""""""".sloboda je fuč.!!!!!"""""""
0,len smer - sd a p. fico. super
0,toto je pán politik.
1,ten tak lahko neodyte
0,ano
0,už by bolo na čase.
1,musel by mat chrbtovu kost.vsetko mu doteraz vyslo a on sa citisilny aj vdaka krestanovi matovicovi.bude sa chodit po slovensku kajat  a navstevovat krestanske slavnosti . a p.biskupi mu budu davat rozhresenie. im jeho nemoralny zivot neprekaza.
0,další aktivně nelegitimní občan československa od 1.1.1993 až do dne
0,pan fico
0,začnite zvolávať ľudí do ulíc po celom slovensku nech sa ukáže aký sme
1,oni sa nevzdajú tomu neverte prosím vás
1,márna snaha
1,on sa nikdy sám od seba nevzdá.to chce charakter
1,áno kollár aj matovic sú hanbov slovenska
0,ja som vás doteraz nikdy nevolila
0,skoro v každom okrese má faninku. ak akceptuje rúška pre svoje deti v škole. tak ich všetkých veľmi miluje.
0,sokat akar a szarka nembirja   a farka !!!
1,je to katastrofa
0,ste správny a dobrý clovek
0,fico a pellegriny.to sú naozaj politici
1,ináč aj zvrátený sexuálny apetít sa dá liečiť a dostať pod kontrolu. zvestovatel slova božieho minister zdravotníctva
1,kollár je taký farizei
1,nemá morálne cítenie
0,nestojím pri ňom ale má pravdu
0,súhlas 
1,treba vymeniť túto vládu
0,p.fico  dúfam 
0,už ak doteraz sa im úspešne darí zobrať a zrušiť všetky socialne vymoženosti
0,konaajte..a
0,p
0,ste jednicka
0,pan fico ste super
0,aby si ešte nebol milo prekvapený......
0,ano v tomto pripade suhlasim a myslim si ze by po tomto vsetkom mal pan kollar ofstupit a to sam.
0,nie som smeráčka
1,boze kedy niektori tupci konecne otvoria oci a prestanu trepat blbosti? nestačí co doteraz narobili skody?! ze krízový team! šak su to sami amateri! kludne aj ja podla ich krirerii mozem byt ministerkou vnutra hoci nemam ani sajnu o tom...a takisto hocikto iny....ked uz toto co robia urciti ludia nevidia mali by sa vysťahovať zo slovenska alebo sa liečiť na psychiatrii ...a nie je pravda ze musia vladnut este 3.5 roka...to zavisi od obcanov dokedy ich nechaju devastovat vsetko coho sa dotknu! smeje sa nam cely svet!!
0,včerajšia smerácka humenská kuffovačka :)
0,skvelé róbert. skvelé.
0,marián kudry choď na liečbu
1,pan fico povec me si pravdu
0,jedine r.fico
1,pán fico
0,ďakujem veľmi pekne. konečne!
0,a kde šu miliardy.
0,tentokrát už strácajú trpezlivosť aj voliči olano
0,jeho charakter sa nachadza v rozkroku
0,čistá pravda- p. fico.
1,toto je aj zvrátená vizitka jeho voličov akisto s podobnými chúťkami a úchyĺkami.
0,až kollár dal význam slovám matoviča - transparentné vládnutie
0,robert
0,konečne sa ľuďom začínajú otvárať oči dosť neskoro ale predsa
0,pan fico prajem vam aby ste sa vratili co najskor spat
0,správne nové voľby nová vláda spravodlivost kollar boris odíďte
1,ale kde..ti pekelnici sa nevzdaju...
1,je mi smiešne
0,pán fico držíte sa verím vám želám vám veĺa zdravia verím že sa  vrátite
0,konečne presne držím vám palce pán fico
0,pan. fico  drzim  vam  prsti  abi  vam  vsetko  vyslo..
0,ste super pan fico aj pán pelegrini
0,bravoooooo robo fico!
0,pán fico. treba trochu času a vaše preferencie budu zase na vyslni.
0,len im riadne naložte
0,určite viac feri ako ty o tom vieš !
1,toho odtiaľ párom volov nedostanete
0,pan fico super držím palce
0,ano pan fico fandim vam
1,už sa kolár prejedol vagíny.dajte mu do huby kkt
0,pán fico
0,konečne to niekto presne pomenoval
0,erik kaliňák : 
0,zatiaľ má neochvejnú podporu kresťanov v oľano. a to naozaj stačí. veď kde sa viac zdržuje duch svätý ak nie pri záborskej a kompany.možno kollár odstúpi sám až vtedy keď za trest bude musieť urobiť záborskej to
0,pán fico
1,už tam dávno vôbec nemal byť zvolený ani jeden z tejto vlády sú to všetko spinavci.
0,robert fico je najlepší politik nás
0,pani drzim svami presne ako sa tam dostal dobre sa nahrabe a takto sa da 11 deti vychovat ahovno ukazu
1,media su dosrane!!!!
0,super p fico
1,heh
1,kollár sa nikdy sám od seba nevzdá.tak žil roky
0,čo všetko sa ešte dozvieme o borisovi kolárovi
1,pán fico tá zgerba na kolára nepovie nič.povedia len potom keď ich začne kolár preťahovať.
0,pán fico mate pravdu ako vždy
0,suhlasym pan fico drzim palce
0,kolar pre toto a vsetky kauzy to je na odstupemnie
1,kollar musel pretiahnut aj caputovu cap jeden
0,superdržím palce
1,do kedy tu bude este tato degenerovana vlada 
0,jednoznacne suhlasim a drzim palce.
1,musime ísť do ulic a zosadit psychopata matovica jeho hnusnu vládu
1,tumas fico a este sa ukazuj nadalej v telke hamba ti aj pellegrini vi ste sa starali o dochodcov ttakto
0,prečo nemohli byť takí doteraz?!
0,drz sa robo
0,a korunovany
0,ste nas pan fico
1,fico nám nič za dvanásť rokov nedal. žiadný trinástý dôchodok som nedostal čo tu teraz mudruje.
0,držím palce keď bude potreba pôjdem s vami
1,robko ale sa ti keca čo si dokázal  prestaň už klamať
0,super pan fico
0,dakujem p
1,prosim vas p fico uz toho taraja debilka dajte prec aj s jeho debilkami
0,super palec hore
0,do toho nech sa darí
0,pán fico dúfam že sa čoskoro vrátite vo všetkom svami súhlasím nedovoĺte zničiť naše slovensko ďakujem fandím vám 
1,zderácke špinavé hyeny robia podvratnú činnosť 
1,túto politickú garnitúru treba z hradného vrska  skotulat do dunaja.
1,ludia hovorte si co chcete ale za fica bol klud 
0,výborne  pan. fico
0,má pravdu
0,bravoooooo robert fico!
0,smer bol
0,super p robert fico
1,potrebovali zhodiť fica lebo nesiel z usa treba urobit štrajky po celom slovensku nie iba v bratislave ale vo vsetkych mestach samozrejme chysta sa štrajk na 15.9 preto potrebuju zakazat zhromazdovanie sa lebo sa boja že by prislo vela ludi hajzli skurveni
0,dobrý já jsi ne dam dopustit na bývalýho premiéra
0,áno fico má pravdu
0,veríme vám....
0,je to vlastne komunisticka strana!
1,táto vláda z nás robí otrokov. nemá so slovom sociálny nič spoločné. slovenskí voliči opäť naleteli
1,pán matovič mal dnes nejaký zmätočný a zavádzajúci prejav nemôžete ho nechať ohlupovať ľudí veď on v tom prejave naznačoval že strana smer je fašistická prosím vás reagujte na to
0,nedajú lebo ich rozkradnu na svoje hobby
0,ja by som nikoho neurazil toaletami to bolo už za vlády fica a obedy sa vyplácali zo štátnych peňazí rodičia boli rady treba si počkať ako to dopadne teraz to slubovane zmeny či budú mať nato a jedno značne treba späť fica
0,super pán fico držím palce nech sa darí %tná pravda
0, pán fico
0,p. fico
0,co ho f
1,možno sa tu nehodí
0,pan fico je u lidí populární ne jen na slovensku
0,pán fico ste múdri človek  ale robte  už niečo  ani táto akože vláda  raz navzi  zmizla
0,poďakuje sa tým
0,top
0,vlada.ktora.urobi.vetsje.dvochotki.bude.bacovat.naslovensku.evra.nadvochotki.su.a.nemale.ekonomika.plus.dochotki.je.to.iste.to.iste.
0,ha ha ha .... ha ha ha
0,len už konečne niečo urobte
0,ale sulik je akosi ticho s čím nás prekvapí žeby zas ničo rozpredaval
0,už by bolo na čase
0,presne 
0,jedine pán fico je skutočným štátnikomvzdelaný
0,gratulujem pan fico
0,áno jes
0,ja len nechápem
0,p.fico držím vám palce
0,smer je smer vždy dali pracujúcim a dôchodcom
0,každý cent treba dvakrát otočiť
0,smer je pre mna jedna z najlepsich socialne orientovanych stran.velmi drzum palce 
0,to je hlavicka netreba  mu nijake papiere panovi ficovi
0,držím vám palce
1,p. fico
0,aj ja sa pripajam.rada vas pocuvam.ste inteligentny slusny mudry drzim.vam palce budem vas zase volit bojujte
0,zabil - kalap dolu
1,sú riadení (liberasti) cielene za účelom likvidácie slovenskej štátnosti cez sociálne nepokoje
0,mohli by ste národ upozorniť že kde to budeme cítiť a kedy tie sociálne istoty ďakujeme
0,na bielorusko majú peniaze?
0,pán fico máte úplnú pravdu.
0,pane fico vaše diskuze je ilustrací toho co dělají pravicové vlády
0,to je pán politik
0,pobyt v opozicii mu zdravotne prospel.
0,pán fico super
0,bravo pán fico !
0,sulik všetko berie keby bol robotník za pásom akoby mu pre deti vyhovoval obed zadarmo
1,kedy si slováci uvedomia že táto vláda sú zdieraci chudoby a nie fico nekradol ale títo liberáli
1,pomozte nam zbavit sa ich.
0,pan.fico mate pravdu
0,tlieskam k odbornému príspevku plnému argumentov
0,no... tak je
0,p. fico dobre 
0,nedovoľte
0,focus ešte furt tvrdíte že olano je prvé koľko vám dáva olano
0,super
0,ten redaktor je tam naço?
0,matelko stop
0,drzim palce vam pan fico super politik
0,toto je pán politik.
0,rečami nič neurobíte.
0,pán fico  
0,nech žije r. fico a strana smer.
0,dobre rano!
0,tak preto je krajniak v karanténe?počká ho to a hegera tiež.
1,treba robit protesty v uliciach a nie len otom rozpravat. tato vlada ma vase reci uplne v riti....
0,spravne pan fico len uz treba tuto bandu plagiatorov  s prml.danovym podvodnikon  a  vysukancom na cele pp vyhnat !!!
0,kde je cela relacia?
0,to je určite sulikova robota to krátenie peňazi.
0,výborne pán robert fico ste výborný politik držíme vám palce
0,pan fico som rád že bojujete ale musím sa priznať ze tu háveď len tak nevyzenieme ešte aj amikov schválili na pomoc lebo sa boja masívnych protestov slovensko je tam kde sme nechceli aby bolo a to je v rukách usa
0,táto vláda je sociálna ale iba pre boháčov
0,pan fico
0,držme si palce!!
0,treba bojovať
0,k tomu komentar ...je to naš priemier
0,vase peniaze su  ufica 12 rokov len kradli.
1,neprajem si na svojej stránke tohoto skrachovaného expremiéra
0,potvrdenie o negativite 
0,klop klop
1,kde je pani prezidentka hlava štatu.či uz nema žiadne slovo
0,třeba jít do uli̇c!!! není baco čekat!!!
0,pan fico ved konajte a nedopuste to ja vám verím a držím palce
0,to
1,co keby si odisiel prec uz.konecne
1,denník sme ? - kravský hnoj je oveľa užitočnejší a menej smradľavý.
0,robertova plačovka
0,toto ste robili vy a vsekto to funguje dodnes aj a na inych miestach a inych instituciachvyhraj volby mozes vsetko
0,nie proti smeru 
1,všetkých  tvojich zloduchov odvolať ..
1,vsetci ste zhnity kazda vlada si dosadzuje svojich
0,spravne robí p. fico!!!!
0, ľudia a ulica je načo tam treba ísť
1,takto si znicil zivot na slovensko tisickam rodin fico pellegrini smer fuj hamba stim prve narobte poriadky
0,váš prenos sme mali 12 rokov. a už nikdy viac.
0,to je ono
0,matovic roby čustku a sohadzuje svoje ovecky .
0,mali ste vyhrat volby neplačte teraz.zacnite niečo robit preč s tov bandov.nie schodzujete a rečnite.
1,nech vás zima bije do rána od mečiara až po matovica
0,pán fico vás vedeli vystavať z politiky vy to neviete
0,to je ich volebný program
0,us. je.   vojna
0,táto terajšia vláda sa zapíše do histórie
0,p.fico 
0,o
0,prorok všetko vie
0,vláda za klobásy
0,p.fico
0,už čím skôr matovic nech zmizne z vlady
0,chvála bohu mladý chcú tiež žiť
1,matovič a spol je banda prijebancov___nepoznám nikoho zo svojho okolia kto ho volil a aj napriek tomu vyhral volby?takto museli odpratať aj mečiara
0,boze moj vsetci sa cuduju preco to matelko urobil.socialna poistovna je silna zbran v rukach idiota.ked nemas prachy nemas co zrat urobis cokolvek!a 9 miliard je kurna dost!!!!!! ludia vy to este nechapete????..otvorte si oci.toto smrdi!
0,pan fico.nikdy som vas nevolil.ale preco nepoviete pravdu? matovic vas a smer nenavidi.matovic a tato vlada robi cistky.ich nezaujima lud.ide o pomstu proti vam a smeru.toto co robit igor je osobne!!!   je narcista a egoista.ide cez mrtvoly.tu nejde o ludi vsetko co olano robi je naschval.ste stary pes stary harcovnik.poradite si s nim.
0,presne tak ako píšete je to drzosť takto sa správať taká vláda ako sedliaci na poli.
0,jop. ako keby smer-sd nerobil to iste v minulosti.  hold
0,pán fico to isté robila aj vaša vláda
0,prajem si jedine aby slušný ludia ako policajti a siskari ci dalši poskodení ludia v tejto odpornej hre na slovensko  dostali odskodne a do prace nastupili spat ako hrdinovia a kazdu  svinu od policie a sis potrestali minimalne 15r basy ....akcia proti skutocnemu pachatelovy vrazdy jana kuciaka 
0,pán fico keť je to nezákonné tak prečo sa to deje držím vám palce
0,a co robi pani prezidentka?
0,a co matovic
0,zdravím smeráci :))
0,hör' auf mit deiner kravatte und diesem bürgerlichen quatsch!befrei'dein land von den satanischen samstagsbetenden!
0,pri všetkej úcte
0,opozicia konecne sa spojte a vytiahnite ľudí do ulic zvrhnúť tychto  šašov z vlády!!!!  ved tri roky tu obyčajný ludia ani neprežijú!
0,zničia vsetko co sa da
0,do ulíc a nové voľby
0,presne kde su
1,nech ide do prdele mate
0,čistý mečiarizmus vážený igi
1,hentaké situácie by už konečne mali vytrhnúť opraty tým neskúseným sopliakom notbukovým – ako tie cesty zničené a mosty – ako si ľahko nastúpi do kresla chlapec ale kritickú situáciu s mostom alebo cestou už vyriešiť nevie – tie zničené cesty a mosty by mali byť odstrahou – že vládnuť nemôže zasran – preberať zodpovednosť za ľudí
